No,警編,分局,所別,里別,名稱
5804,KC101D0880,左營分局,文自所,菜公里,文水路36號前
5805,KC101D0881,左營分局,文自所,菜公里,文水路與重立路口
5806,KC101D0882,左營分局,文自所,菜公里,重化街與文奇路口公園旁
5807,KC101D0883,左營分局,文自所,菜公里,重化街82-1號旁
5808,KC101D0884,左營分局,文自所,菜公里,文自路333號前
5809,KC101D0885,左營分局,文自所,菜公里,重化街與文自路口東北角
5810,KC101D0886,左營分局,文自所,菜公里,重化街82號前
5811,KC101D0887,左營分局,文自所,菜公里,重化街132號前
5812,KC101H0634,左營分局,文自所,菜公里,民族一路與文守路168巷口
5813,KC101H0635,左營分局,文自所,菜公里,文守路168巷2號屋角
5814,KC101H0636,左營分局,文自所,菜公里,孟子路13號前
5815,KC101H0637,左營分局,文自所,菜公里,孟子路與文守路口
5816,KC101H0638,左營分局,文自所,菜公里,文守路與立明路口
5817,KC101H0639,左營分局,文自所,菜公里,文育路93號對面
5818,KC101H0640,左營分局,文自所,菜公里,文育路與重立路146巷旁
5819,KC101H0641,左營分局,文自所,菜公里,文育路與重立路146巷旁
5820,KC101H0642,左營分局,文自所,菜公里,立明路148號旁
5821,KC101H0643,左營分局,文自所,菜公里,重立路與重立路146巷口
5822,KC101H0644,左營分局,文自所,菜公里,重立路與自由三路394巷口
5823,KC101H0645,左營分局,文自所,菜公里,自由三路394巷與自由三路路口
5824,KC101H0646,左營分局,文自所,菜公里,自由三路394巷與孟子路174巷路口
5825,KC101H0647,左營分局,文自所,菜公里,孟子路與孟子路174巷口
5826,KC101H0648,左營分局,文自所,菜公里,重立路與孟子路口
5827,KC101H0649,左營分局,文自所,菜公里,重立路409號前
5828,KC101H0650,左營分局,文自所,菜公里,文瑞路21號前
5829,KC101H0651,左營分局,文自所,菜公里,重立路188號前
5830,KC101H0652,左營分局,文自所,菜公里,重立路198巷2號對面
5831,KC101H0653,左營分局,文自所,菜公里,文育路141號旁
5832,KC101H0654,左營分局,文自所,菜公里,重立路212巷1號旁
5833,KC101H0655,左營分局,文自所,菜公里,重立路212巷41號旁
5834,KC101H0656,左營分局,文自所,菜公里,重立路232巷對面新民國小後
5835,KC101H0657,左營分局,文自所,菜公里,文育路171號旁巷子
5836,KC101H0658,左營分局,文自所,菜公里,重立路232巷19號旁
5837,KC101H0659,左營分局,文自所,菜公里,重立路232巷1弄1號旁
5838,KC101H0660,左營分局,文自所,菜公里,重立路240號前
5839,KC101H0661,左營分局,文自所,菜公里,重立路264號旁
5840,KC101H0662,左營分局,文自所,菜公里,重立路232巷17弄24號對面
5841,KC101H0663,左營分局,文自所,菜公里,重立路280巷22號對面
5842,KC101H0664,左營分局,文自所,菜公里,重立路278號對面
5843,KC101H0665,左營分局,文自所,菜公里,重立路234號對面新民國小後
5844,KC101J0183,左營分局,文自所,菜公里,文自路與重上街口東南角
5845,KC101J0184,左營分局,文自所,菜公里,文自路與重上街口西南角
5846,KC101J0185,左營分局,文自所,菜公里,文自路與重化街口西南角
5847,KC101J0186,左營分局,文自所,菜公里,文自路與重化街口東北角
5848,KC101J0187,左營分局,文自所,菜公里,孟子路與文自路口東南角
5849,KC101J0188,左營分局,文自所,菜公里,孟子路328號前右側
5850,KC101J0189,左營分局,文自所,菜公里,孟子路328號前左側
5851,KC101J0190,左營分局,文自所,菜公里,重化街與文奇路口(公園旁)
5852,KC101J0191,左營分局,文自所,菜公里,重化街與文奇路口(公園旁)
5853,KC101J0192,左營分局,文自所,菜公里,重上街與文奇路口(公園旁)
5854,KC101J0193,左營分局,文自所,菜公里,重上街與文奇路口西南角
5855,KC101J0194,左營分局,文自所,菜公里,崇德路8巷轉角處
5856,KC101J0195,左營分局,文自所,菜公里,崇德路底公園旁
5857,KC101J0196,左營分局,文自所,菜公里,崇德路底公園旁
5858,KC101J0197,左營分局,文自所,菜公里,文奇路193號前
5859,KC101J0198,左營分局,文自所,菜公里,崇德路37號前
5860,KC101J0199,左營分局,文自所,菜公里,崇德路與文自路口東北角
5861,KC101J0200,左營分局,文自所,菜公里,文奇路79號前
5862,KC101J0201,左營分局,文自所,菜公里,文奇路32號前
5863,KC101J0202,左營分局,文自所,菜公里,文守路137巷36號前
5864,KC101J0203,左營分局,文自所,菜公里,文守路137巷82號前
5865,KC102D0025,左營分局,文自所,菜公里,子華路14號前
5866,KC102D0026,左營分局,文自所,菜公里,子華路43號前
5867,KC102D0027,左營分局,文自所,菜公里,曾子路7號旁
5868,KC102D0028,左營分局,文自所,菜公里,子華路70巷1號前
5869,KC102D0029,左營分局,文自所,菜公里,子華路63號前
5870,KC102D0030,左營分局,文自所,菜公里,子華路85號前
5871,KC102D0031,左營分局,文自所,菜公里,曾子路59巷4弄1號旁
5872,KC102D0032,左營分局,文自所,菜公里,曾子路59巷2弄1號旁
5873,KC102D0033,左營分局,文自所,菜公里,曾子路59巷2弄27號前
5874,KC102D0034,左營分局,文自所,菜公里,文自路408巷1號前
5875,KC102D0035,左營分局,文自所,菜公里,文自路408巷32號旁
5876,KC102D0036,左營分局,文自所,菜公里,文自路389號旁
5877,KC102D0037,左營分局,文自所,菜公里,文自路387巷與文強路口
5878,KC102D0038,左營分局,文自所,菜公里,子華路69巷11號前
5879,KC102D0039,左營分局,文自所,菜公里,孟子路262號旁
5880,KC102D0040,左營分局,文自所,菜公里,孟子路262號前
5881,KC98C0266,左營分局,文自所,新光里,華夏路610號前(向北)
5882,KC98C0267,左營分局,文自所,新光里,崇德路360號旁(向西)
5883,KC98C0268,左營分局,文自所,新光里,華夏路667號前(向南)
5884,KC98C0269,左營分局,文自所,新光里,政德路、孟子路(向東)
5885,KC98C0270,左營分局,文自所,新光里,自由三路202巷(向東)
5886,KC98C0271,左營分局,文自所,新光里,自由三路202巷(向南)
5887,KC98C0272,左營分局,文自所,新光里,自由三路202巷(向東)
5888,KC98C0273,左營分局,文自所,新光里,自由三路202巷(向北)
5889,KC98C0274,左營分局,文自所,新光里,崇德路、文奇路(向南)
5890,KC98C0275,左營分局,文自所,新光里,重立路419號前(向東)
5891,KC98C0276,左營分局,文自所,新光里,文自路530號前(向北)
5892,KC98C0278,左營分局,文自所,新光里,重愛路6號前(向西)
5893,KC98C0279,左營分局,文自所,新光里,重愛路11號前(向東)
5894,KC98C0280,左營分局,文自所,新光里,大中二路、文慈路(向北)
5895,KC98C0281,左營分局,文自所,新光里,大中二路、文慈路(向南)(104蘇維)
5896,KC98C0282,左營分局,文自所,新光里,崇德路410巷(向北)
5897,KC98C0283,左營分局,文自所,新光里,民族一路、榮耀街(向東)
5898,KC98C0284,左營分局,文自所,新光里,民族一路、榮佑路(向西)
5899,KC98C0285,左營分局,文自所,新光里,榮總路545號前(向西)
5900,KC98C0286,左營分局,文自所,新光里,崇德路399號前(向東)
5901,KC98C0287,左營分局,文自所,新光里,崇德路、文康路口(向西)
5902,KC98E1507,左營分局,文自所,菜公里,民族一路文藻前(向北)
5903,KC98E1508,左營分局,文自所,菜公里,民族一路文藻前(向北)
5904,KC98E1509,左營分局,文自所,菜公里,民族一路、菜公路口(向西)(104維)
5905,KC98E1510,左營分局,文自所,菜公里,民族一路、菜公路口(向東)
5906,KC98E1511,左營分局,文自所,菜公里,民族一路、菜公路口(向南)
5907,KC98E1512,左營分局,文自所,菜公里,民族一路、菜公路口(向南)(104維)
5908,KC98E1513,左營分局,文自所,菜公里,文育路、菜公一路口(向西)(104蘇維)
5909,KC98E1514,左營分局,文自所,菜公里,菜公一路37號前(向北)
5910,KC98E1515,左營分局,文自所,菜公里,文育路199號對面(向北)
5911,KC98E1517,左營分局,文自所,菜公里,文育路、文瑞路口(向西)
5912,KC98E1518,左營分局,文自所,菜公里,文育路、文守路口(向西)
5913,KC98E1519,左營分局,文自所,菜公里,文育路121號對面(向北)
5914,KC98E1520,左營分局,文自所,菜公里,文育路、文瑞路口(向南)
5915,KC98E1521,左營分局,文自所,菜公里,文自路、曾子路口(向西)(104維)
5916,KC98E1522,左營分局,文自所,菜公里,文自路、曾子路口(向東)
5917,KC98E1523,左營分局,文自所,菜公里,文自路412號前(向北)
5918,KC98E1524,左營分局,文自所,菜公里,文自路475號前(向南)
5919,KC98E1525,左營分局,文自所,菜公里,文莊路、重立路口(向西)
5920,KC98E1526,左營分局,文自所,菜公里,重立路594號對面(向東)
5921,KC98E1527,左營分局,文自所,菜公里,文自路500號前(向北)
5922,KC98E1528,左營分局,文自所,菜公里,文自路520號對面(向南)
5923,KC98E1529,左營分局,文自所,菜公里,重立路362號前(向西)
5924,KC98E1530,左營分局,文自所,菜公里,重立路423號旁(向東)
5925,KC98E1531,左營分局,文自所,菜公里,自由三路489號對面(向北)
5926,KC98E1532,左營分局,文自所,菜公里,自由三路531號旁(向南)(104蘇維)
5927,KC98E1533,左營分局,文自所,菜公里,自由三路、曾子路口(向西)
5928,KC98E1534,左營分局,文自所,菜公里,曾子路11號(向東)
5929,KC98E1535,左營分局,文自所,菜公里,自由三路與文瑞路口(向北)(104維)
5930,KC98E1536,左營分局,文自所,菜公里,自由三路、曾子路口(向南)(104維)
5931,KC98E1537,左營分局,文自所,新光里,政德路、曾子路口(向西)
5932,KC98E1538,左營分局,文自所,新光里,政德路、曾子路口(向東)
5933,KC98E1539,左營分局,文自所,新光里,政德路450號前(向北)(104蘇維)
5934,KC98E1540,左營分局,文自所,新光里,政德路769號前(向南)(104蘇維)
5935,KC98E1541,左營分局,文自所,新光里,重治路73號前(向東)(104蘇維)
5936,KC98E1542,左營分局,文自所,新光里,重治路與文寧街口(向北)(104蘇維)
5937,KC98E1543,左營分局,文自所,新光里,曾子路、高鐵路口(向北)
5938,KC98E1544,左營分局,文自所,新光里,文寧路與曾子路口(向南)
5939,KC98E1545,左營分局,文自所,菜公里,大中二路637號旁路標桿(向東)
5940,KC98E1546,左營分局,文自所,菜公里,華夏路與重文街口(向西)(104蘇維)
5941,KC98E1547,左營分局,文自所,菜公里,大中二路721-1號旁(向北)
5942,KC98E1548,左營分局,文自所,菜公里,大中二路、高鐵路口(向南)
5943,KC98E1549,左營分局,文自所,新光里,政德路、重政路口(向西)(104蘇維)
5944,KC98E1550,左營分局,文自所,新光里,政德路、重政路口(向東)(104蘇維)
5945,KC98E1551,左營分局,文自所,新光里,政德路779號對面(向北)
5946,KC98E1552,左營分局,文自所,新光里,政德路與重立路口(向東)
5947,KC98E1553,左營分局,文自所,新光里,重上街210號前(向西)
5948,KC98E1554,左營分局,文自所,新光里,重上街220號前(向東)
5949,KC98E1555,左營分局,文自所,新光里,立大路300號前(向北)
5950,KC98E1556,左營分局,文自所,新光里,立大路337號前(向南)
5951,KC98E1557,左營分局,文自所,新光里,崇德路、立莊路口(向西)
5952,KC98E1558,左營分局,文自所,新光里,崇德路、立莊路口(向東)
5953,KC98E1559,左營分局,文自所,新光里,立莊路36號前(向北)
5954,KC98E1560,左營分局,文自所,新光里,立莊路59號前(向南)
5955,KC98E1561,左營分局,文自所,新光里,重上街152號前(向西)
5956,KC98E1562,左營分局,文自所,新光里,重上街162號前(向東)
5957,KC98E1563,左營分局,文自所,新光里,崇德路、文康路口(向北)(104蘇維)
5958,KC98E1564,左營分局,文自所,新光里,重上街、文康路口(向南)
5959,KC98E1565,左營分局,文自所,新光里,崇德路與文強路口(向西)
5960,KC98E1566,左營分局,文自所,新光里,崇德路與文強路口(向東)
5961,KC98E1567,左營分局,文自所,新光里,博愛三路、崇德路口(向北)
5962,KC98E1568,左營分局,文自所,新光里,博愛三路、崇德路口(向南)
5963,KC98E1569,左營分局,文自所,新光里,新莊仔路65-5號前(向西)
5964,KC98E1570,左營分局,文自所,新光里,新莊仔路59號前(向東)
5965,KC98E1571,左營分局,文自所,新光里,華夏、新莊仔路口(向北)
5966,KC98E1572,左營分局,文自所,新光里,華夏、新莊仔路口(向南)
5967,KC98E1573,左營分局,文自所,新光里,立大路與崇德路口(向西)
5968,KC98E1574,左營分局,文自所,新光里,華夏、崇德路口(向東)(104蘇維)
5969,KC98E1575,左營分局,文自所,新光里,華夏路610號前(向北)(104蘇維)
5970,KC98E1576,左營分局,文自所,新光里,華夏路669號前(向南)(104蘇維)
5971,KC98E1577,左營分局,文自所,新光里,崇德路408號前(向西)
5972,KC98E1578,左營分局,文自所,新光里,崇德路413號前(向東)(104蘇維)
5973,KC98E1579,左營分局,文自所,新光里,政德、崇德路口(向北)(104蘇維)
5974,KC98E1580,左營分局,文自所,新光里,政德、崇德路口(向南)
5975,KC98E1581,左營分局,文自所,新光里,孟子路692號前(向西)
5976,KC98E1582,左營分局,文自所,新光里,政德路與崇德路409巷7弄口(向東)
5977,KC98E1583,左營分局,文自所,新光里,政德路與重明路口(向北)
5978,KC98E1584,左營分局,文自所,新光里,政德、孟子路口(向南)
5979,KC101H0666,左營分局,四海所,合群里,無名路1與無名巷3路口(路燈桿15485)
5980,KC101H0667,左營分局,四海所,合群里,緯九路與無名路1路口北側(路燈桿15464)
5981,KC101H0668,左營分局,四海所,合群里,緯九路與無名路1路口西側(路燈桿15466)
5982,KC101H0669,左營分局,四海所,合群里,緯九路與無名路1路口東側(路燈桿15465)
5983,KC101H0670,左營分局,四海所,合群里,海景街與無名路2路口(路燈桿15533)
5984,KC101H0671,左營分局,四海所,合群里,緯九路219號前(緯九路與台17線路口)(路燈桿15468)
5985,KC101H0672,左營分局,四海所,合群里,台17線與無名路2路口(路燈桿15505)
5986,KC101H0673,左營分局,四海所,合群里,台17線與無名巷3路口(路燈桿15479)
5987,KC101H0674,左營分局,四海所,合群里,台17線與緯六路口東南角(路燈桿15512)
5988,KC101H0675,左營分局,四海所,合群里,緯六路252號前(路燈桿15486)
5989,KC101H0676,左營分局,四海所,合群里,海景街與無名巷3路口(海景327號旁)(路燈桿15482)
5990,KC101H0677,左營分局,四海所,合群里,海景街與無名巷3路口(海景327號旁)(路燈桿15482)
5991,KC101H0678,左營分局,四海所,合群里,海景街與無名巷4路口西北角(路燈桿15475)
5992,KC101H0679,左營分局,四海所,合群里,海景街與無名巷4路口東北角(路燈桿15474)
5993,KC101H0680,左營分局,四海所,合群里,海景街與緯九路口西北角(路燈桿15531)
5994,KC101H0681,左營分局,四海所,合群里,緯九路211號前(路燈桿15471)
5995,KC102D0041,左營分局,四海所,合群里,緯六路181號前
5996,KC102D0042,左營分局,四海所,合群里,緯六路與七四路口
5997,KC102D0043,左營分局,四海所,合群里,緯六路合群新村26-4號旁
5998,KC102D0044,左營分局,四海所,合群里,緯六路與無名路1路口西南角
5999,KC102D0045,左營分局,四海所,合群里,緯六路與台17線路口
6000,KC102D0046,左營分局,四海所,合群里,海景街507號前
6001,KC102D0047,左營分局,四海所,合群里,海景街405號前
6002,KC102D0048,左營分局,四海所,合群里,海景街405號前
6003,KC102D0049,左營分局,四海所,合群里,緯六路與無名路1路口西北角
6004,KC102D0050,左營分局,四海所,合群里,無名路1與海景街口北側
6005,KC102D0051,左營分局,四海所,合群里,合群里(102D)無名巷1中段(向東)
6006,KC102D0052,左營分局,四海所,合群里,合群里(102D)無名巷1中段(向西)
6007,KC102D0053,左營分局,四海所,合群里,海景街與無名巷2路口
